Near Children Support ID,Near Children Support,Near Doctor Support ID,Near Doctor Support,Near Work Support ID,Near Work Support,Near Money Support ID,Near Money Support,Age Range ID,Age Range,Sex ID,Sex,Population
1,Imposible Conseguirla,2,Difícil Conseguirla,1,Imposible Conseguirla,3,Fácil Conseguirla,7,30 to 34 years,2,Mujer,6692
1,Imposible Conseguirla,2,Difícil Conseguirla,1,Imposible Conseguirla,3,Fácil Conseguirla,8,35 to 39 years,1,Hombre,2711
1,Imposible Conseguirla,2,Difícil Conseguirla,1,Imposible Conseguirla,3,Fácil Conseguirla,8,35 to 39 years,2,Mujer,1916
1,Imposible Conseguirla,2,Difícil Conseguirla,1,Imposible Conseguirla,3,Fácil Conseguirla,9,40 to 44 years,1,Hombre,2747
1,Imposible Conseguirla,2,Difícil Conseguirla,1,Imposible Conseguirla,3,Fácil Conseguirla,9,40 to 44 years,2,Mujer,1444
1,Imposible Conseguirla,2,Difícil Conseguirla,1,Imposible Conseguirla,3,Fácil Conseguirla,10,45 to 49 years,1,Hombre,1942
1,Imposible Conseguirla,2,Difícil Conseguirla,1,Imposible Conseguirla,3,Fácil Conseguirla,10,45 to 49 years,2,Mujer,1144
1,Imposible Conseguirla,2,Difícil Conseguirla,1,Imposible Conseguirla,3,Fácil Conseguirla,11,50 to 54 years,1,Hombre,1289
1,Imposible Conseguirla,2,Difícil Conseguirla,1,Imposible Conseguirla,3,Fácil Conseguirla,11,50 to 54 years,2,Mujer,1013
1,Imposible Conseguirla,2,Difícil Conseguirla,1,Imposible Conseguirla,3,Fácil Conseguirla,12,55 to 59 years,1,Hombre,1074
1,Imposible Conseguirla,2,Difícil Conseguirla,1,Imposible Conseguirla,3,Fácil Conseguirla,12,55 to 59 years,2,Mujer,1123
1,Imposible Conseguirla,2,Difícil Conseguirla,1,Imposible Conseguirla,3,Fácil Conseguirla,13,60 to 64 years,1,Hombre,1382
1,Imposible Conseguirla,2,Difícil Conseguirla,1,Imposible Conseguirla,3,Fácil Conseguirla,16,75 to 79 years,2,Mujer,239
1,Imposible Conseguirla,2,Difícil Conseguirla,1,Imposible Conseguirla,4,Muy Fácil Conseguirla,5,20 to 24 years,2,Mujer,1327
1,Imposible Conseguirla,2,Difícil Conseguirla,1,Imposible Conseguirla,4,Muy Fácil Conseguirla,8,35 to 39 years,1,Hombre,382
1,Imposible Conseguirla,2,Difícil Conseguirla,1,Imposible Conseguirla,4,Muy Fácil Conseguirla,9,40 to 44 years,1,Hombre,246
1,Imposible Conseguirla,2,Difícil Conseguirla,1,Imposible Conseguirla,4,Muy Fácil Conseguirla,9,40 to 44 years,2,Mujer,246
1,Imposible Conseguirla,2,Difícil Conseguirla,1,Imposible Conseguirla,4,Muy Fácil Conseguirla,11,50 to 54 years,1,Hombre,487
1,Imposible Conseguirla,2,Difícil Conseguirla,1,Imposible Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),5,20 to 24 years,1,Hombre,318
1,Imposible Conseguirla,2,Difícil Conseguirla,1,Imposible Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),6,25 to 29 years,1,Hombre,171
1,Imposible Conseguirla,2,Difícil Conseguirla,1,Imposible Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),6,25 to 29 years,2,Mujer,930
1,Imposible Conseguirla,2,Difícil Conseguirla,1,Imposible Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),8,35 to 39 years,1,Hombre,418
1,Imposible Conseguirla,2,Difícil Conseguirla,1,Imposible Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),9,40 to 44 years,2,Mujer,180
1,Imposible Conseguirla,2,Difícil Conseguirla,1,Imposible Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),11,50 to 54 years,1,Hombre,134
1,Imposible Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,1,Imposible Conseguirla,5,20 to 24 years,2,Mujer,194
1,Imposible Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,1,Imposible Conseguirla,6,25 to 29 years,1,Hombre,1704
1,Imposible Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,1,Imposible Conseguirla,6,25 to 29 years,2,Mujer,2810
1,Imposible Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,1,Imposible Conseguirla,7,30 to 34 years,1,Hombre,1172
1,Imposible Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,1,Imposible Conseguirla,7,30 to 34 years,2,Mujer,1634
1,Imposible Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,1,Imposible Conseguirla,8,35 to 39 years,1,Hombre,1105
1,Imposible Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,1,Imposible Conseguirla,8,35 to 39 years,2,Mujer,614
1,Imposible Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,1,Imposible Conseguirla,9,40 to 44 years,1,Hombre,1687
1,Imposible Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,1,Imposible Conseguirla,9,40 to 44 years,2,Mujer,1465
1,Imposible Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,1,Imposible Conseguirla,10,45 to 49 years,1,Hombre,31
1,Imposible Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,1,Imposible Conseguirla,10,45 to 49 years,2,Mujer,3456
1,Imposible Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,1,Imposible Conseguirla,11,50 to 54 years,1,Hombre,160
1,Imposible Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,1,Imposible Conseguirla,13,60 to 64 years,1,Hombre,790
1,Imposible Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,1,Imposible Conseguirla,14,65 to 69 years,1,Hombre,462
1,Imposible Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,1,Imposible Conseguirla,15,70 to 74 years,1,Hombre,90
1,Imposible Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,1,Imposible Conseguirla,16,75 to 79 years,1,Hombre,741
1,Imposible Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,1,Imposible Conseguirla,17,80 or more years,1,Hombre,1318
1,Imposible Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,4,15 to 19 years,1,Hombre,628
1,Imposible Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,4,15 to 19 years,2,Mujer,331
1,Imposible Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,5,20 to 24 years,1,Hombre,5767
1,Imposible Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,5,20 to 24 years,2,Mujer,7286
1,Imposible Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,6,25 to 29 years,1,Hombre,6198
1,Imposible Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,6,25 to 29 years,2,Mujer,12128
1,Imposible Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,7,30 to 34 years,1,Hombre,10175
1,Imposible Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,7,30 to 34 years,2,Mujer,19198
1,Imposible Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,8,35 to 39 years,1,Hombre,13913
1,Imposible Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,8,35 to 39 years,2,Mujer,18692
1,Imposible Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,9,40 to 44 years,1,Hombre,16934
1,Imposible Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,9,40 to 44 years,2,Mujer,23254
1,Imposible Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,10,45 to 49 years,1,Hombre,5427
1,Imposible Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,10,45 to 49 years,2,Mujer,8219
1,Imposible Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,11,50 to 54 years,1,Hombre,6116
1,Imposible Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,11,50 to 54 years,2,Mujer,3479
1,Imposible Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,12,55 to 59 years,1,Hombre,2654
1,Imposible Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,12,55 to 59 years,2,Mujer,6422
1,Imposible Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,13,60 to 64 years,1,Hombre,1469
1,Imposible Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,13,60 to 64 years,2,Mujer,83
1,Imposible Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,14,65 to 69 years,1,Hombre,771
1,Imposible Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,17,80 or more years,1,Hombre,3207
1,Imposible Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,3,Fácil Conseguirla,4,15 to 19 years,1,Hombre,177
1,Imposible Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,3,Fácil Conseguirla,4,15 to 19 years,2,Mujer,1905
1,Imposible Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,3,Fácil Conseguirla,5,20 to 24 years,1,Hombre,1800
1,Imposible Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,3,Fácil Conseguirla,5,20 to 24 years,2,Mujer,5094
1,Imposible Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,3,Fácil Conseguirla,6,25 to 29 years,1,Hombre,6690
1,Imposible Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,3,Fácil Conseguirla,6,25 to 29 years,2,Mujer,9987
1,Imposible Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,3,Fácil Conseguirla,7,30 to 34 years,1,Hombre,4456
1,Imposible Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,3,Fácil Conseguirla,7,30 to 34 years,2,Mujer,13319
1,Imposible Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,3,Fácil Conseguirla,8,35 to 39 years,1,Hombre,2223
1,Imposible Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,3,Fácil Conseguirla,8,35 to 39 years,2,Mujer,6594
1,Imposible Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,3,Fácil Conseguirla,9,40 to 44 years,1,Hombre,2351
1,Imposible Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,3,Fácil Conseguirla,9,40 to 44 years,2,Mujer,5164
1,Imposible Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,3,Fácil Conseguirla,10,45 to 49 years,1,Hombre,2315
1,Imposible Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,3,Fácil Conseguirla,10,45 to 49 years,2,Mujer,173
1,Imposible Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,3,Fácil Conseguirla,11,50 to 54 years,1,Hombre,1044
1,Imposible Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,3,Fácil Conseguirla,11,50 to 54 years,2,Mujer,2300
1,Imposible Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,3,Fácil Conseguirla,12,55 to 59 years,1,Hombre,53
1,Imposible Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,3,Fácil Conseguirla,12,55 to 59 years,2,Mujer,3805
1,Imposible Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,3,Fácil Conseguirla,13,60 to 64 years,2,Mujer,2481
1,Imposible Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,4,Muy Fácil Conseguirla,4,15 to 19 years,2,Mujer,298
1,Imposible Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,4,Muy Fácil Conseguirla,5,20 to 24 years,2,Mujer,365
1,Imposible Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,4,Muy Fácil Conseguirla,6,25 to 29 years,2,Mujer,181
1,Imposible Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,4,Muy Fácil Conseguirla,7,30 to 34 years,1,Hombre,413
1,Imposible Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,4,Muy Fácil Conseguirla,7,30 to 34 years,2,Mujer,2488
1,Imposible Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,4,Muy Fácil Conseguirla,8,35 to 39 years,1,Hombre,183
1,Imposible Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,4,Muy Fácil Conseguirla,8,35 to 39 years,2,Mujer,190
1,Imposible Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),6,25 to 29 years,2,Mujer,807
1,Imposible Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),7,30 to 34 years,1,Hombre,165
1,Imposible Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),7,30 to 34 years,2,Mujer,798
1,Imposible Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),8,35 to 39 years,1,Hombre,811
1,Imposible Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),8,35 to 39 years,2,Mujer,69
1,Imposible Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),9,40 to 44 years,1,Hombre,100
1,Imposible Conseguirla,2,Difícil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,10,45 to 49 years,2,Mujer,789
1,Imposible Conseguirla,2,Difícil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,12,55 to 59 years,1,Hombre,2359
1,Imposible Conseguirla,2,Difícil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,5,20 to 24 years,2,Mujer,453
1,Imposible Conseguirla,2,Difícil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,6,25 to 29 years,1,Hombre,144
1,Imposible Conseguirla,2,Difícil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,6,25 to 29 years,2,Mujer,70
1,Imposible Conseguirla,2,Difícil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,7,30 to 34 years,2,Mujer,1017
1,Imposible Conseguirla,2,Difícil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,8,35 to 39 years,1,Hombre,325
1,Imposible Conseguirla,2,Difícil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,8,35 to 39 years,2,Mujer,703
1,Imposible Conseguirla,2,Difícil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,9,40 to 44 years,1,Hombre,3347
1,Imposible Conseguirla,2,Difícil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,9,40 to 44 years,2,Mujer,184
1,Imposible Conseguirla,2,Difícil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,11,50 to 54 years,1,Hombre,38
1,Imposible Conseguirla,2,Difícil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,12,55 to 59 years,1,Hombre,2091
1,Imposible Conseguirla,2,Difícil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,14,65 to 69 years,1,Hombre,505
1,Imposible Conseguirla,2,Difícil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,15,70 to 74 years,1,Hombre,131
1,Imposible Conseguirla,2,Difícil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,16,75 to 79 years,1,Hombre,389
1,Imposible Conseguirla,2,Difícil Conseguirla,3,Fácil Conseguirla,3,Fácil Conseguirla,4,15 to 19 years,2,Mujer,420
1,Imposible Conseguirla,2,Difícil Conseguirla,3,Fácil Conseguirla,3,Fácil Conseguirla,5,20 to 24 years,1,Hombre,1121
1,Imposible Conseguirla,2,Difícil Conseguirla,3,Fácil Conseguirla,3,Fácil Conseguirla,6,25 to 29 years,1,Hombre,2299
1,Imposible Conseguirla,2,Difícil Conseguirla,3,Fácil Conseguirla,3,Fácil Conseguirla,6,25 to 29 years,2,Mujer,953
1,Imposible Conseguirla,2,Difícil Conseguirla,3,Fácil Conseguirla,3,Fácil Conseguirla,7,30 to 34 years,1,Hombre,492
1,Imposible Conseguirla,2,Difícil Conseguirla,3,Fácil Conseguirla,3,Fácil Conseguirla,7,30 to 34 years,2,Mujer,2165
1,Imposible Conseguirla,2,Difícil Conseguirla,3,Fácil Conseguirla,3,Fácil Conseguirla,8,35 to 39 years,1,Hombre,344
1,Imposible Conseguirla,2,Difícil Conseguirla,3,Fácil Conseguirla,3,Fácil Conseguirla,8,35 to 39 years,2,Mujer,1290
1,Imposible Conseguirla,2,Difícil Conseguirla,3,Fácil Conseguirla,3,Fácil Conseguirla,9,40 to 44 years,2,Mujer,110
1,Imposible Conseguirla,2,Difícil Conseguirla,3,Fácil Conseguirla,3,Fácil Conseguirla,10,45 to 49 years,1,Hombre,77
1,Imposible Conseguirla,2,Difícil Conseguirla,3,Fácil Conseguirla,3,Fácil Conseguirla,10,45 to 49 years,2,Mujer,2189
1,Imposible Conseguirla,2,Difícil Conseguirla,3,Fácil Conseguirla,3,Fácil Conseguirla,11,50 to 54 years,1,Hombre,376
1,Imposible Conseguirla,2,Difícil Conseguirla,3,Fácil Conseguirla,4,Muy Fácil Conseguirla,7,30 to 34 years,1,Hombre,1383
1,Imposible Conseguirla,2,Difícil Conseguirla,3,Fácil Conseguirla,4,Muy Fácil Conseguirla,8,35 to 39 years,1,Hombre,208
1,Imposible Conseguirla,2,Difícil Conseguirla,3,Fácil Conseguirla,4,Muy Fácil Conseguirla,11,50 to 54 years,1,Hombre,327
1,Imposible Conseguirla,2,Difícil Conseguirla,3,Fácil Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),5,20 to 24 years,1,Hombre,329
1,Imposible Conseguirla,2,Difícil Conseguirla,3,Fácil Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),9,40 to 44 years,2,Mujer,294
1,Imposible Conseguirla,2,Difícil Conseguirla,4,Muy Fácil Conseguirla,2,Difícil Conseguirla,8,35 to 39 years,1,Hombre,45
1,Imposible Conseguirla,2,Difícil Conseguirla,4,Muy Fácil Conseguirla,3,Fácil Conseguirla,6,25 to 29 years,2,Mujer,471
1,Imposible Conseguirla,2,Difícil Conseguirla,4,Muy Fácil Conseguirla,3,Fácil Conseguirla,7,30 to 34 years,1,Hombre,521
1,Imposible Conseguirla,2,Difícil Conseguirla,4,Muy Fácil Conseguirla,3,Fácil Conseguirla,8,35 to 39 years,2,Mujer,39
1,Imposible Conseguirla,2,Difícil Conseguirla,4,Muy Fácil Conseguirla,4,Muy Fácil Conseguirla,7,30 to 34 years,1,Hombre,140
1,Imposible Conseguirla,2,Difícil Conseguirla,4,Muy Fácil Conseguirla,4,Muy Fácil Conseguirla,10,45 to 49 years,2,Mujer,384
1,Imposible Conseguirla,2,Difícil Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),2,Difícil Conseguirla,7,30 to 34 years,1,Hombre,173
1,Imposible Conseguirla,2,Difícil Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),2,Difícil Conseguirla,8,35 to 39 years,1,Hombre,3041
1,Imposible Conseguirla,2,Difícil Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),2,Difícil Conseguirla,9,40 to 44 years,1,Hombre,268
1,Imposible Conseguirla,2,Difícil Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,5,20 to 24 years,1,Hombre,836
1,Imposible Conseguirla,2,Difícil Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,13,60 to 64 years,2,Mujer,653
1,Imposible Conseguirla,2,Difícil Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),5,Ni Fácil ni Difícil Conseguirla (espontánea),7,30 to 34 years,1,Hombre,73
1,Imposible Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,4,15 to 19 years,2,Mujer,1144
1,Imposible Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,5,20 to 24 years,1,Hombre,1502
1,Imposible Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,5,20 to 24 years,2,Mujer,3715
1,Imposible Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,6,25 to 29 years,1,Hombre,2987
1,Imposible Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,6,25 to 29 years,2,Mujer,2478
1,Imposible Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,7,30 to 34 years,1,Hombre,2315
1,Imposible Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,7,30 to 34 years,2,Mujer,651
1,Imposible Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,8,35 to 39 years,1,Hombre,2629
1,Imposible Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,8,35 to 39 years,2,Mujer,2683
1,Imposible Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,9,40 to 44 years,1,Hombre,3591
1,Imposible Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,9,40 to 44 years,2,Mujer,5311
1,Imposible Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,10,45 to 49 years,1,Hombre,1909
1,Imposible Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,10,45 to 49 years,2,Mujer,2560
1,Imposible Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,11,50 to 54 years,1,Hombre,3386
1,Imposible Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,11,50 to 54 years,2,Mujer,1722
1,Imposible Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,12,55 to 59 years,1,Hombre,4344
1,Imposible Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,12,55 to 59 years,2,Mujer,7279
1,Imposible Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,13,60 to 64 years,1,Hombre,394
1,Imposible Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,13,60 to 64 years,2,Mujer,1835
1,Imposible Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,14,65 to 69 years,1,Hombre,1188
1,Imposible Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,14,65 to 69 years,2,Mujer,391
1,Imposible Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,15,70 to 74 years,1,Hombre,1984
1,Imposible Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,16,75 to 79 years,1,Hombre,1388
1,Imposible Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,17,80 or more years,1,Hombre,1038
1,Imposible Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,17,80 or more years,2,Mujer,278
1,Imposible Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,4,15 to 19 years,1,Hombre,97
1,Imposible Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,4,15 to 19 years,2,Mujer,1199
1,Imposible Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,5,20 to 24 years,1,Hombre,3672
1,Imposible Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,5,20 to 24 years,2,Mujer,10739
1,Imposible Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,6,25 to 29 years,1,Hombre,5452
1,Imposible Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,6,25 to 29 years,2,Mujer,14107
1,Imposible Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,7,30 to 34 years,1,Hombre,6918
1,Imposible Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,7,30 to 34 years,2,Mujer,6231
1,Imposible Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,8,35 to 39 years,1,Hombre,8718
1,Imposible Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,8,35 to 39 years,2,Mujer,8269
1,Imposible Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,9,40 to 44 years,1,Hombre,5441
1,Imposible Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,9,40 to 44 years,2,Mujer,11415
