Near Children Support ID,Near Children Support,Near Doctor Support ID,Near Doctor Support,Near Work Support ID,Near Work Support,Near Money Support ID,Near Money Support,Age Range ID,Age Range,Sex ID,Sex,Population
3,Fácil Conseguirla,2,Difícil Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,8,35 to 39 years,1,Hombre,329
3,Fácil Conseguirla,2,Difícil Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,8,35 to 39 years,2,Mujer,748
3,Fácil Conseguirla,2,Difícil Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,12,55 to 59 years,1,Hombre,376
3,Fácil Conseguirla,2,Difícil Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,13,60 to 64 years,1,Hombre,363
3,Fácil Conseguirla,2,Difícil Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),3,Fácil Conseguirla,14,65 to 69 years,1,Hombre,148
3,Fácil Conseguirla,2,Difícil Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),5,Ni Fácil ni Difícil Conseguirla (espontánea),5,20 to 24 years,1,Hombre,514
3,Fácil Conseguirla,2,Difícil Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),5,Ni Fácil ni Difícil Conseguirla (espontánea),7,30 to 34 years,2,Mujer,285
3,Fácil Conseguirla,2,Difícil Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),5,Ni Fácil ni Difícil Conseguirla (espontánea),8,35 to 39 years,2,Mujer,828
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,4,15 to 19 years,2,Mujer,2715
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,5,20 to 24 years,1,Hombre,2820
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,5,20 to 24 years,2,Mujer,3824
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,6,25 to 29 years,1,Hombre,4776
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,6,25 to 29 years,2,Mujer,5068
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,7,30 to 34 years,1,Hombre,6806
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,7,30 to 34 years,2,Mujer,7072
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,8,35 to 39 years,1,Hombre,9206
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,8,35 to 39 years,2,Mujer,6414
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,9,40 to 44 years,1,Hombre,6967
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,9,40 to 44 years,2,Mujer,7825
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,10,45 to 49 years,1,Hombre,5910
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,10,45 to 49 years,2,Mujer,6085
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,11,50 to 54 years,1,Hombre,5228
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,11,50 to 54 years,2,Mujer,1126
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,12,55 to 59 years,1,Hombre,4804
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,12,55 to 59 years,2,Mujer,3261
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,13,60 to 64 years,1,Hombre,9744
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,13,60 to 64 years,2,Mujer,4242
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,14,65 to 69 years,1,Hombre,9225
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,14,65 to 69 years,2,Mujer,3324
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,15,70 to 74 years,1,Hombre,8372
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,15,70 to 74 years,2,Mujer,2089
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,16,75 to 79 years,1,Hombre,3306
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,16,75 to 79 years,2,Mujer,58
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,17,80 or more years,1,Hombre,1817
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,1,Imposible Conseguirla,17,80 or more years,2,Mujer,2309
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,4,15 to 19 years,1,Hombre,7580
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,4,15 to 19 years,2,Mujer,1857
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,5,20 to 24 years,1,Hombre,38426
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,5,20 to 24 years,2,Mujer,29148
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,6,25 to 29 years,1,Hombre,38371
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,6,25 to 29 years,2,Mujer,36346
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,7,30 to 34 years,1,Hombre,56443
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,7,30 to 34 years,2,Mujer,59793
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,8,35 to 39 years,1,Hombre,70618
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,8,35 to 39 years,2,Mujer,62454
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,9,40 to 44 years,1,Hombre,55190
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,9,40 to 44 years,2,Mujer,44822
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,10,45 to 49 years,1,Hombre,45751
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,10,45 to 49 years,2,Mujer,30777
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,11,50 to 54 years,1,Hombre,27976
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,11,50 to 54 years,2,Mujer,18367
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,12,55 to 59 years,1,Hombre,18820
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,12,55 to 59 years,2,Mujer,19819
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,13,60 to 64 years,1,Hombre,18142
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,13,60 to 64 years,2,Mujer,7778
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,14,65 to 69 years,1,Hombre,16354
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,14,65 to 69 years,2,Mujer,5684
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,15,70 to 74 years,1,Hombre,6578
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,15,70 to 74 years,2,Mujer,1706
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,16,75 to 79 years,1,Hombre,7350
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,16,75 to 79 years,2,Mujer,376
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,17,80 or more years,1,Hombre,243
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,2,Difícil Conseguirla,17,80 or more years,2,Mujer,135
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,3,Fácil Conseguirla,4,15 to 19 years,1,Hombre,14551
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,3,Fácil Conseguirla,4,15 to 19 years,2,Mujer,12860
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,3,Fácil Conseguirla,5,20 to 24 years,1,Hombre,44072
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,3,Fácil Conseguirla,5,20 to 24 years,2,Mujer,37690
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,3,Fácil Conseguirla,6,25 to 29 years,1,Hombre,63696
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,3,Fácil Conseguirla,6,25 to 29 years,2,Mujer,61583
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,3,Fácil Conseguirla,7,30 to 34 years,1,Hombre,70665
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,3,Fácil Conseguirla,7,30 to 34 years,2,Mujer,77911
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,3,Fácil Conseguirla,8,35 to 39 years,1,Hombre,61436
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,3,Fácil Conseguirla,8,35 to 39 years,2,Mujer,55325
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,3,Fácil Conseguirla,9,40 to 44 years,1,Hombre,53884
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,3,Fácil Conseguirla,9,40 to 44 years,2,Mujer,41011
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,3,Fácil Conseguirla,10,45 to 49 years,1,Hombre,28441
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,3,Fácil Conseguirla,10,45 to 49 years,2,Mujer,21075
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,3,Fácil Conseguirla,11,50 to 54 years,1,Hombre,13448
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,3,Fácil Conseguirla,11,50 to 54 years,2,Mujer,8379
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,3,Fácil Conseguirla,12,55 to 59 years,1,Hombre,14209
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,3,Fácil Conseguirla,12,55 to 59 years,2,Mujer,8896
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,3,Fácil Conseguirla,13,60 to 64 years,1,Hombre,4318
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,3,Fácil Conseguirla,13,60 to 64 years,2,Mujer,2982
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,3,Fácil Conseguirla,14,65 to 69 years,1,Hombre,2044
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,3,Fácil Conseguirla,14,65 to 69 years,2,Mujer,2535
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,3,Fácil Conseguirla,15,70 to 74 years,1,Hombre,8178
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,3,Fácil Conseguirla,16,75 to 79 years,1,Hombre,507
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,3,Fácil Conseguirla,16,75 to 79 years,2,Mujer,1281
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,4,Muy Fácil Conseguirla,4,15 to 19 years,1,Hombre,691
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,4,Muy Fácil Conseguirla,4,15 to 19 years,2,Mujer,1294
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,4,Muy Fácil Conseguirla,5,20 to 24 years,1,Hombre,2899
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,4,Muy Fácil Conseguirla,5,20 to 24 years,2,Mujer,1996
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,4,Muy Fácil Conseguirla,6,25 to 29 years,1,Hombre,2009
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,4,Muy Fácil Conseguirla,6,25 to 29 years,2,Mujer,1101
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,4,Muy Fácil Conseguirla,7,30 to 34 years,1,Hombre,1810
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,4,Muy Fácil Conseguirla,7,30 to 34 years,2,Mujer,1410
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,4,Muy Fácil Conseguirla,8,35 to 39 years,1,Hombre,1154
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,4,Muy Fácil Conseguirla,8,35 to 39 years,2,Mujer,721
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,4,Muy Fácil Conseguirla,9,40 to 44 years,1,Hombre,63
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,4,Muy Fácil Conseguirla,9,40 to 44 years,2,Mujer,1739
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,4,Muy Fácil Conseguirla,10,45 to 49 years,1,Hombre,218
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,4,Muy Fácil Conseguirla,10,45 to 49 years,2,Mujer,483
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,4,Muy Fácil Conseguirla,11,50 to 54 years,1,Hombre,67
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,4,Muy Fácil Conseguirla,12,55 to 59 years,1,Hombre,453
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),4,15 to 19 years,1,Hombre,372
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),4,15 to 19 years,2,Mujer,3428
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),5,20 to 24 years,1,Hombre,2021
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),5,20 to 24 years,2,Mujer,3345
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),6,25 to 29 years,1,Hombre,7048
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),6,25 to 29 years,2,Mujer,4668
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),7,30 to 34 years,1,Hombre,4087
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),7,30 to 34 years,2,Mujer,4292
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),8,35 to 39 years,1,Hombre,7207
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),8,35 to 39 years,2,Mujer,4649
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),9,40 to 44 years,1,Hombre,5856
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),9,40 to 44 years,2,Mujer,1073
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),10,45 to 49 years,1,Hombre,1166
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),10,45 to 49 years,2,Mujer,646
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),11,50 to 54 years,1,Hombre,1933
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),11,50 to 54 years,2,Mujer,563
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),12,55 to 59 years,1,Hombre,342
3,Fácil Conseguirla,3,Fácil Conseguirla,1,Imposible Conseguirla,5,Ni Fácil ni Difícil Conseguirla (espontánea),13,60 to 64 years,2,Mujer,1401
3,Fácil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,1,Imposible Conseguirla,4,15 to 19 years,1,Hombre,259
3,Fácil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,1,Imposible Conseguirla,4,15 to 19 years,2,Mujer,227
3,Fácil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,1,Imposible Conseguirla,5,20 to 24 years,1,Hombre,2393
3,Fácil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,1,Imposible Conseguirla,5,20 to 24 years,2,Mujer,3568
3,Fácil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,1,Imposible Conseguirla,6,25 to 29 years,1,Hombre,1665
3,Fácil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,1,Imposible Conseguirla,6,25 to 29 years,2,Mujer,5341
3,Fácil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,1,Imposible Conseguirla,7,30 to 34 years,1,Hombre,6791
3,Fácil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,1,Imposible Conseguirla,7,30 to 34 years,2,Mujer,7505
3,Fácil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,1,Imposible Conseguirla,8,35 to 39 years,1,Hombre,4933
3,Fácil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,1,Imposible Conseguirla,8,35 to 39 years,2,Mujer,6784
3,Fácil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,1,Imposible Conseguirla,9,40 to 44 years,1,Hombre,7129
3,Fácil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,1,Imposible Conseguirla,9,40 to 44 years,2,Mujer,6642
3,Fácil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,1,Imposible Conseguirla,10,45 to 49 years,1,Hombre,7614
3,Fácil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,1,Imposible Conseguirla,10,45 to 49 years,2,Mujer,4512
3,Fácil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,1,Imposible Conseguirla,11,50 to 54 years,1,Hombre,4255
3,Fácil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,1,Imposible Conseguirla,11,50 to 54 years,2,Mujer,5850
3,Fácil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,1,Imposible Conseguirla,12,55 to 59 years,1,Hombre,10003
3,Fácil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,1,Imposible Conseguirla,12,55 to 59 years,2,Mujer,5899
3,Fácil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,1,Imposible Conseguirla,13,60 to 64 years,1,Hombre,18211
3,Fácil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,1,Imposible Conseguirla,13,60 to 64 years,2,Mujer,7257
3,Fácil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,1,Imposible Conseguirla,14,65 to 69 years,1,Hombre,5168
3,Fácil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,1,Imposible Conseguirla,14,65 to 69 years,2,Mujer,5696
3,Fácil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,1,Imposible Conseguirla,15,70 to 74 years,1,Hombre,9323
3,Fácil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,1,Imposible Conseguirla,15,70 to 74 years,2,Mujer,3916
3,Fácil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,1,Imposible Conseguirla,16,75 to 79 years,1,Hombre,6161
3,Fácil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,1,Imposible Conseguirla,16,75 to 79 years,2,Mujer,6375
3,Fácil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,1,Imposible Conseguirla,17,80 or more years,1,Hombre,10385
3,Fácil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,1,Imposible Conseguirla,17,80 or more years,2,Mujer,1585
3,Fácil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,4,15 to 19 years,1,Hombre,31247
3,Fácil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,4,15 to 19 years,2,Mujer,23018
3,Fácil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,5,20 to 24 years,1,Hombre,120559
3,Fácil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,5,20 to 24 years,2,Mujer,113683
3,Fácil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,6,25 to 29 years,1,Hombre,202861
3,Fácil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,6,25 to 29 years,2,Mujer,187391
3,Fácil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,7,30 to 34 years,1,Hombre,217546
3,Fácil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,7,30 to 34 years,2,Mujer,253215
3,Fácil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,8,35 to 39 years,1,Hombre,259779
3,Fácil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,8,35 to 39 years,2,Mujer,232548
3,Fácil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,9,40 to 44 years,1,Hombre,235596
3,Fácil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,9,40 to 44 years,2,Mujer,223885
3,Fácil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,10,45 to 49 years,1,Hombre,153967
3,Fácil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,10,45 to 49 years,2,Mujer,144961
3,Fácil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,11,50 to 54 years,1,Hombre,102766
3,Fácil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,11,50 to 54 years,2,Mujer,103112
3,Fácil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,12,55 to 59 years,1,Hombre,93875
3,Fácil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,12,55 to 59 years,2,Mujer,63517
3,Fácil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,13,60 to 64 years,1,Hombre,75715
3,Fácil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,13,60 to 64 years,2,Mujer,52694
3,Fácil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,14,65 to 69 years,1,Hombre,50022
3,Fácil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,14,65 to 69 years,2,Mujer,23455
3,Fácil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,15,70 to 74 years,1,Hombre,31262
3,Fácil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,15,70 to 74 years,2,Mujer,3539
3,Fácil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,16,75 to 79 years,1,Hombre,17753
3,Fácil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,16,75 to 79 years,2,Mujer,2544
3,Fácil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,17,80 or more years,1,Hombre,9262
3,Fácil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,2,Difícil Conseguirla,17,80 or more years,2,Mujer,2306
3,Fácil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,3,Fácil Conseguirla,4,15 to 19 years,1,Hombre,77245
3,Fácil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,3,Fácil Conseguirla,4,15 to 19 years,2,Mujer,59722
3,Fácil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,3,Fácil Conseguirla,5,20 to 24 years,1,Hombre,346441
3,Fácil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,3,Fácil Conseguirla,5,20 to 24 years,2,Mujer,305975
3,Fácil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,3,Fácil Conseguirla,6,25 to 29 years,1,Hombre,377262
3,Fácil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,3,Fácil Conseguirla,6,25 to 29 years,2,Mujer,459954
3,Fácil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,3,Fácil Conseguirla,7,30 to 34 years,1,Hombre,461938
3,Fácil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,3,Fácil Conseguirla,7,30 to 34 years,2,Mujer,492615
3,Fácil Conseguirla,3,Fácil Conseguirla,2,Difícil Conseguirla,3,Fácil Conseguirla,8,35 to 39 years,1,Hombre,442993
